ID,ProductName,Price,Color,Description
1847ddf8-5184-4691-a016-5d4b6c734bb5,Heritage Regular Logo unisex round neck short sleeve t-shirt,895000,Green,"Color: White, Black, Green Bay
Material: 63% cotton, 37% polyester
Dynamic loose-fitting T-shirt design
Round neck, youthful short sleeves
Brand logo details printed prominently on the front
The fabric is soft, smooth and absorbs well
Brand origin: Korea"
30547553-03e1-42a3-ac70-5832ce654a2d,Heritage Regular Logo unisex round neck short sleeve t-shirt,895000,Black,"Color: White, Black, Green Bay
Material: 63% cotton, 37% polyester
Dynamic loose-fitting T-shirt design
Round neck, youthful short sleeves
Brand logo details printed prominently on the front
The fabric is soft, smooth and absorbs well
Brand origin: Korea"
64786358-ee49-44bb-a56b-9b2ee76986df,Heritage Regular Logo unisex round neck short sleeve t-shirt,895000,Black,"Color: White, Black, Green Bay
Material: 63% cotton, 37% polyester
Dynamic loose-fitting T-shirt design
Round neck, youthful short sleeves
Brand logo details printed prominently on the front
The fabric is soft, smooth and absorbs well
Brand origin: Korea"
6a7b6799-569a-457d-a65e-ed43919bd1f3,Heritage Regular Logo unisex round neck short sleeve t-shirt,895000,Black,"Color: White, Black, Green Bay
Material: 63% cotton, 37% polyester
Dynamic loose-fitting T-shirt design
Round neck, youthful short sleeves
Brand logo details printed prominently on the front
The fabric is soft, smooth and absorbs well
Brand origin: Korea"
7b89d2c8-bcc0-431b-b682-670bc2d3c828,Heritage Regular Logo unisex round neck short sleeve t-shirt,895000,Green,"Color: White, Black, Green Bay
Material: 63% cotton, 37% polyester
Dynamic loose-fitting T-shirt design
Round neck, youthful short sleeves
Brand logo details printed prominently on the front
The fabric is soft, smooth and absorbs well
Brand origin: Korea"
a47de462-1acf-4450-b5fc-0fdcb9ba0ae4,Heritage Regular Logo unisex round neck short sleeve t-shirt,895000,Green,"Color: White, Black, Green Bay
Material: 63% cotton, 37% polyester
Dynamic loose-fitting T-shirt design
Round neck, youthful short sleeves
Brand logo details printed prominently on the front
The fabric is soft, smooth and absorbs well
Brand origin: Korea"
abc87059-1b41-4b65-b222-8248f574e866,Heritage Regular Logo unisex round neck short sleeve t-shirt,895000,Green,"Color: White, Black, Green Bay
Material: 63% cotton, 37% polyester
Dynamic loose-fitting T-shirt design
Round neck, youthful short sleeves
Brand logo details printed prominently on the front
The fabric is soft, smooth and absorbs well
Brand origin: Korea"
ba3ac59b-12dd-440c-b844-a317442d3f60,Heritage Regular Logo unisex round neck short sleeve t-shirt,895000,Black,"Color: White, Black, Green Bay
Material: 63% cotton, 37% polyester
Dynamic loose-fitting T-shirt design
Round neck, youthful short sleeves
Brand logo details printed prominently on the front
The fabric is soft, smooth and absorbs well
Brand origin: Korea"
ec9863ae-4e84-4c24-a877-b071a1030a69,Heritage Regular Logo unisex round neck short sleeve t-shirt,895000,White,"Color: White, Black, Green Bay
Material: 63% cotton, 37% polyester
Dynamic loose-fitting T-shirt design
Round neck, youthful short sleeves
Brand logo details printed prominently on the front
The fabric is soft, smooth and absorbs well
Brand origin: Korea"
ef873f25-a6ae-4967-8d80-ed7159f37668,Heritage Regular Logo unisex round neck short sleeve t-shirt,895000,White,"Color: White, Black, Green Bay
Material: 63% cotton, 37% polyester
Dynamic loose-fitting T-shirt design
Round neck, youthful short sleeves
Brand logo details printed prominently on the front
The fabric is soft, smooth and absorbs well
Brand origin: Korea"
fe8200c9-c754-48a3-a5b8-7da7f8061eb7,Heritage Regular Logo unisex round neck short sleeve t-shirt,895000,White,"Color: White, Black, Green Bay
Material: 63% cotton, 37% polyester
Dynamic loose-fitting T-shirt design
Round neck, youthful short sleeves
Brand logo details printed prominently on the front
The fabric is soft, smooth and absorbs well
Brand origin: Korea"
07309d44-431c-4ca0-86a4-71045aa92225,Heritage Loose Fit Logo round neck short sleeve unisex t-shirt,695000,White,"Color: White, Dark Navy, Clean Pink
Material: 100% Cotton
Dynamic loose-fitting T-shirt design
Round neck, youthful short sleeves
Brand logo design prominently printed on the front
The fabric is soft, smooth and absorbs well
Brand origin: Korea
"
25f8781c-5313-4347-80ac-d93182bee720,Heritage Loose Fit Logo round neck short sleeve unisex t-shirt,695000,Blue,"Color: White, Dark Navy, Clean Pink
Material: 100% Cotton
Dynamic loose-fitting T-shirt design
Round neck, youthful short sleeves
Brand logo design prominently printed on the front
The fabric is soft, smooth and absorbs well
Brand origin: Korea
"
2e8dc1df-bf7f-4c87-9a82-3bfa1bb26a6b,Heritage Loose Fit Logo round neck short sleeve unisex t-shirt,695000,Pink,"Color: White, Dark Navy, Clean Pink
Material: 100% Cotton
Dynamic loose-fitting T-shirt design
Round neck, youthful short sleeves
Brand logo design prominently printed on the front
The fabric is soft, smooth and absorbs well
Brand origin: Korea
"
3ec234f6-d734-498a-ac7b-f63f6fcda877,Heritage Loose Fit Logo round neck short sleeve unisex t-shirt,695000,Pink,"Color: White, Dark Navy, Clean Pink
Material: 100% Cotton
Dynamic loose-fitting T-shirt design
Round neck, youthful short sleeves
Brand logo design prominently printed on the front
The fabric is soft, smooth and absorbs well
Brand origin: Korea
"
8100aaf7-2d0f-4516-aa1e-2a0d870e3a79,Heritage Loose Fit Logo round neck short sleeve unisex t-shirt,695000,Pink,"Color: White, Dark Navy, Clean Pink
Material: 100% Cotton
Dynamic loose-fitting T-shirt design
Round neck, youthful short sleeves
Brand logo design prominently printed on the front
The fabric is soft, smooth and absorbs well
Brand origin: Korea
"
836e5c00-4dfd-43a7-9103-ff9022f68296,Heritage Loose Fit Logo round neck short sleeve unisex t-shirt,695000,White,"Color: White, Dark Navy, Clean Pink
Material: 100% Cotton
Dynamic loose-fitting T-shirt design
Round neck, youthful short sleeves
Brand logo design prominently printed on the front
The fabric is soft, smooth and absorbs well
Brand origin: Korea
"
9a2ec501-5772-42b6-8a26-91cc65640a03,Heritage Loose Fit Logo round neck short sleeve unisex t-shirt,695000,Pink,"Color: White, Dark Navy, Clean Pink
Material: 100% Cotton
Dynamic loose-fitting T-shirt design
Round neck, youthful short sleeves
Brand logo design prominently printed on the front
The fabric is soft, smooth and absorbs well
Brand origin: Korea
"
b034e4b9-3864-405e-8bc5-3fd1e74d0249,Heritage Loose Fit Logo round neck short sleeve unisex t-shirt,695000,Blue,"Color: White, Dark Navy, Clean Pink
Material: 100% Cotton
Dynamic loose-fitting T-shirt design
Round neck, youthful short sleeves
Brand logo design prominently printed on the front
The fabric is soft, smooth and absorbs well
Brand origin: Korea
"
bf12daa9-4a1a-47be-96c0-ddd643ee5ed3,Heritage Loose Fit Logo round neck short sleeve unisex t-shirt,695000,White,"Color: White, Dark Navy, Clean Pink
Material: 100% Cotton
Dynamic loose-fitting T-shirt design
Round neck, youthful short sleeves
Brand logo design prominently printed on the front
The fabric is soft, smooth and absorbs well
Brand origin: Korea
"
c5e3b170-4eae-487c-b259-6d126396514a,Heritage Loose Fit Logo round neck short sleeve unisex t-shirt,695000,White,"Color: White, Dark Navy, Clean Pink
Material: 100% Cotton
Dynamic loose-fitting T-shirt design
Round neck, youthful short sleeves
Brand logo design prominently printed on the front
The fabric is soft, smooth and absorbs well
Brand origin: Korea
"
dbcf8be5-501b-4b3f-ab8e-c192334e7852,Heritage Loose Fit Logo round neck short sleeve unisex t-shirt,695000,Blue,"Color: White, Dark Navy, Clean Pink
Material: 100% Cotton
Dynamic loose-fitting T-shirt design
Round neck, youthful short sleeves
Brand logo design prominently printed on the front
The fabric is soft, smooth and absorbs well
Brand origin: Korea
"
fc02cd20-8197-43f0-b0de-0b50afcd1d5e,Heritage Loose Fit Logo round neck short sleeve unisex t-shirt,695000,Blue,"Color: White, Dark Navy, Clean Pink
Material: 100% Cotton
Dynamic loose-fitting T-shirt design
Round neck, youthful short sleeves
Brand logo design prominently printed on the front
The fabric is soft, smooth and absorbs well
Brand origin: Korea
"
008344a5-6f99-4a34-a1b3-2dc4bb638fe3,Heritage Loose Fit Logo round neck short sleeve unisex t-shirt T1,895000,Red,"Color: Deep Red, White, Dark Navy
Material: 100% cotton
Dynamic loose-fitting T-shirt design
Round neck, youthful short sleeves
Brand logo details stand out on the front
Bright, dynamic color combination
The fabric is soft, smooth and absorbs well
Brand origin: Korea"
03622008-b171-4126-a1ac-9242affff185,Heritage Loose Fit Logo round neck short sleeve unisex t-shirt T1,895000,White,"Color: Deep Red, White, Dark Navy
Material: 100% cotton
Dynamic loose-fitting T-shirt design
Round neck, youthful short sleeves
Brand logo details stand out on the front
Bright, dynamic color combination
The fabric is soft, smooth and absorbs well
Brand origin: Korea"
0cd601a8-dd0e-483d-ad26-dfe212427108,Heritage Loose Fit Logo round neck short sleeve unisex t-shirt T1,895000,Red,"Color: Deep Red, White, Dark Navy
Material: 100% cotton
Dynamic loose-fitting T-shirt design
Round neck, youthful short sleeves
Brand logo details stand out on the front
Bright, dynamic color combination
The fabric is soft, smooth and absorbs well
Brand origin: Korea"
283aa65b-ddeb-4c3c-a152-d1bc758c78c7,Heritage Loose Fit Logo round neck short sleeve unisex t-shirt T1,895000,Black,"Color: Deep Red, White, Dark Navy
Material: 100% cotton
Dynamic loose-fitting T-shirt design
Round neck, youthful short sleeves
Brand logo details stand out on the front
Bright, dynamic color combination
The fabric is soft, smooth and absorbs well
Brand origin: Korea"
3af6d68c-58d6-4a98-b77e-c315256d0725,Heritage Loose Fit Logo round neck short sleeve unisex t-shirt T1,895000,Black,"Color: Deep Red, White, Dark Navy
Material: 100% cotton
Dynamic loose-fitting T-shirt design
Round neck, youthful short sleeves
Brand logo details stand out on the front
Bright, dynamic color combination
The fabric is soft, smooth and absorbs well
Brand origin: Korea"
3cba7fb3-5762-47c8-86d9-7cdf7271c3e4,Heritage Loose Fit Logo round neck short sleeve unisex t-shirt T1,895000,Red,"Color: Deep Red, White, Dark Navy
Material: 100% cotton
Dynamic loose-fitting T-shirt design
Round neck, youthful short sleeves
Brand logo details stand out on the front
Bright, dynamic color combination
The fabric is soft, smooth and absorbs well
Brand origin: Korea"
8f896a68-b413-43bf-82fb-964a3934b833,Heritage Loose Fit Logo round neck short sleeve unisex t-shirt T1,895000,Black,"Color: Deep Red, White, Dark Navy
Material: 100% cotton
Dynamic loose-fitting T-shirt design
Round neck, youthful short sleeves
Brand logo details stand out on the front
Bright, dynamic color combination
The fabric is soft, smooth and absorbs well
Brand origin: Korea"
92ae4502-fc78-462f-8366-e53b56f54cd9,Heritage Loose Fit Logo round neck short sleeve unisex t-shirt T1,895000,Red,"Color: Deep Red, White, Dark Navy
Material: 100% cotton
Dynamic loose-fitting T-shirt design
Round neck, youthful short sleeves
Brand logo details stand out on the front
Bright, dynamic color combination
The fabric is soft, smooth and absorbs well
Brand origin: Korea"
b1052f9c-2ebb-46f2-9694-87e581cfeb1d,Heritage Loose Fit Logo round neck short sleeve unisex t-shirt T1,895000,White,"Color: Deep Red, White, Dark Navy
Material: 100% cotton
Dynamic loose-fitting T-shirt design
Round neck, youthful short sleeves
Brand logo details stand out on the front
Bright, dynamic color combination
The fabric is soft, smooth and absorbs well
Brand origin: Korea"
bcea6c8b-4276-4d93-ac7b-0c193af22a02,Heritage Loose Fit Logo round neck short sleeve unisex t-shirt T1,895000,White,"Color: Deep Red, White, Dark Navy
Material: 100% cotton
Dynamic loose-fitting T-shirt design
Round neck, youthful short sleeves
Brand logo details stand out on the front
Bright, dynamic color combination
The fabric is soft, smooth and absorbs well
Brand origin: Korea"
c97523c2-d7aa-4007-957b-783503eb76aa,Heritage Loose Fit Logo round neck short sleeve unisex t-shirt T1,895000,White,"Color: Deep Red, White, Dark Navy
Material: 100% cotton
Dynamic loose-fitting T-shirt design
Round neck, youthful short sleeves
Brand logo details stand out on the front
Bright, dynamic color combination
The fabric is soft, smooth and absorbs well
Brand origin: Korea"
fa83956c-f275-4c6a-b85a-22e910d9d73c,Heritage Loose Fit Logo round neck short sleeve unisex t-shirt T1,895000,Black,"Color: Deep Red, White, Dark Navy
Material: 100% cotton
Dynamic loose-fitting T-shirt design
Round neck, youthful short sleeves
Brand logo details stand out on the front
Bright, dynamic color combination
The fabric is soft, smooth and absorbs well
Brand origin: Korea"
29e87f90-8e6b-44f8-b897-740833261858,Modern unisex round neck short sleeve t-shirt,695000,White,"The design with the brand logo printed large on the back and a small logo printed on the front creates an attractive touch for this t-shirt. More specifically, with a comfortable loose design and airy material, this shirt will give you an extremely comfortable feeling when wearing it, definitely a must-have-item that you cannot ignore. .
Brand: Fila
Made in Korea
Gender: Unisex
Style: T-shirt
Color: Black, White
Material: 63% cotton, 37% polyester
Round neck, short sleeves
Pattern: Plain one color
Design:
Collar hem
Brand logo details are printed prominently on the back
The fabric is airy and absorbs sweat well
Modern colors, easy to coordinate with many other outfits and accessories
Logo: Printed on left chest
Shirt shape: Comfortable fit
Suitable to wear on occasions: Going out, going to work...
Seasonal trends: Can be used all seasons of the year
"
51e5ad9a-1429-4ee9-a916-33f70f17f1ba,Modern unisex round neck short sleeve t-shirt,695000,Black,"The design with the brand logo printed large on the back and a small logo printed on the front creates an attractive touch for this t-shirt. More specifically, with a comfortable loose design and airy material, this shirt will give you an extremely comfortable feeling when wearing it, definitely a must-have-item that you cannot ignore. .
Brand: Fila
Made in Korea
Gender: Unisex
Style: T-shirt
Color: Black, White
Material: 63% cotton, 37% polyester
Round neck, short sleeves
Pattern: Plain one color
Design:
Collar hem
Brand logo details are printed prominently on the back
The fabric is airy and absorbs sweat well
Modern colors, easy to coordinate with many other outfits and accessories
Logo: Printed on left chest
Shirt shape: Comfortable fit
Suitable to wear on occasions: Going out, going to work...
Seasonal trends: Can be used all seasons of the year
"
58c79970-650a-4ed0-a01c-e257316a955e,Modern unisex round neck short sleeve t-shirt,695000,Black,"The design with the brand logo printed large on the back and a small logo printed on the front creates an attractive touch for this t-shirt. More specifically, with a comfortable loose design and airy material, this shirt will give you an extremely comfortable feeling when wearing it, definitely a must-have-item that you cannot ignore. .
Brand: Fila
Made in Korea
Gender: Unisex
Style: T-shirt
Color: Black, White
Material: 63% cotton, 37% polyester
Round neck, short sleeves
Pattern: Plain one color
Design:
Collar hem
Brand logo details are printed prominently on the back
The fabric is airy and absorbs sweat well
Modern colors, easy to coordinate with many other outfits and accessories
Logo: Printed on left chest
Shirt shape: Comfortable fit
Suitable to wear on occasions: Going out, going to work...
Seasonal trends: Can be used all seasons of the year
"
603f5d37-ef5d-434e-b691-a3518d677467,Modern unisex round neck short sleeve t-shirt,695000,White,"The design with the brand logo printed large on the back and a small logo printed on the front creates an attractive touch for this t-shirt. More specifically, with a comfortable loose design and airy material, this shirt will give you an extremely comfortable feeling when wearing it, definitely a must-have-item that you cannot ignore. .
Brand: Fila
Made in Korea
Gender: Unisex
Style: T-shirt
Color: Black, White
Material: 63% cotton, 37% polyester
Round neck, short sleeves
Pattern: Plain one color
Design:
Collar hem
Brand logo details are printed prominently on the back
The fabric is airy and absorbs sweat well
Modern colors, easy to coordinate with many other outfits and accessories
Logo: Printed on left chest
Shirt shape: Comfortable fit
Suitable to wear on occasions: Going out, going to work...
Seasonal trends: Can be used all seasons of the year
"
6b92a6f5-d412-421e-95ab-41746169b0c2,Modern unisex round neck short sleeve t-shirt,695000,White,"The design with the brand logo printed large on the back and a small logo printed on the front creates an attractive touch for this t-shirt. More specifically, with a comfortable loose design and airy material, this shirt will give you an extremely comfortable feeling when wearing it, definitely a must-have-item that you cannot ignore. .
Brand: Fila
Made in Korea
Gender: Unisex
Style: T-shirt
Color: Black, White
Material: 63% cotton, 37% polyester
Round neck, short sleeves
Pattern: Plain one color
Design:
Collar hem
Brand logo details are printed prominently on the back
The fabric is airy and absorbs sweat well
Modern colors, easy to coordinate with many other outfits and accessories
Logo: Printed on left chest
Shirt shape: Comfortable fit
Suitable to wear on occasions: Going out, going to work...
Seasonal trends: Can be used all seasons of the year
"
9baa382a-dc60-4319-ba9f-4a4c0691e844,Modern unisex round neck short sleeve t-shirt,695000,White,"The design with the brand logo printed large on the back and a small logo printed on the front creates an attractive touch for this t-shirt. More specifically, with a comfortable loose design and airy material, this shirt will give you an extremely comfortable feeling when wearing it, definitely a must-have-item that you cannot ignore. .
Brand: Fila
Made in Korea
Gender: Unisex
Style: T-shirt
Color: Black, White
Material: 63% cotton, 37% polyester
Round neck, short sleeves
Pattern: Plain one color
Design:
Collar hem
Brand logo details are printed prominently on the back
The fabric is airy and absorbs sweat well
Modern colors, easy to coordinate with many other outfits and accessories
Logo: Printed on left chest
Shirt shape: Comfortable fit
Suitable to wear on occasions: Going out, going to work...
Seasonal trends: Can be used all seasons of the year
"
a0947f17-5c03-45fd-b823-a8ec5a4652da,Modern unisex round neck short sleeve t-shirt,695000,Black,"The design with the brand logo printed large on the back and a small logo printed on the front creates an attractive touch for this t-shirt. More specifically, with a comfortable loose design and airy material, this shirt will give you an extremely comfortable feeling when wearing it, definitely a must-have-item that you cannot ignore. .
Brand: Fila
Made in Korea
Gender: Unisex
Style: T-shirt
Color: Black, White
Material: 63% cotton, 37% polyester
Round neck, short sleeves
Pattern: Plain one color
Design:
Collar hem
Brand logo details are printed prominently on the back
The fabric is airy and absorbs sweat well
Modern colors, easy to coordinate with many other outfits and accessories
Logo: Printed on left chest
Shirt shape: Comfortable fit
Suitable to wear on occasions: Going out, going to work...
Seasonal trends: Can be used all seasons of the year
"
d02fe0b0-6e50-4c92-89da-e652c27f38d3,Modern unisex round neck short sleeve t-shirt,695000,Black,"The design with the brand logo printed large on the back and a small logo printed on the front creates an attractive touch for this t-shirt. More specifically, with a comfortable loose design and airy material, this shirt will give you an extremely comfortable feeling when wearing it, definitely a must-have-item that you cannot ignore. .
Brand: Fila
Made in Korea
Gender: Unisex
Style: T-shirt
Color: Black, White
Material: 63% cotton, 37% polyester
Round neck, short sleeves
Pattern: Plain one color
Design:
Collar hem
Brand logo details are printed prominently on the back
The fabric is airy and absorbs sweat well
Modern colors, easy to coordinate with many other outfits and accessories
Logo: Printed on left chest
Shirt shape: Comfortable fit
Suitable to wear on occasions: Going out, going to work...
Seasonal trends: Can be used all seasons of the year
"
04d2a535-4a3e-4aa9-8fe8-db822b23876a,Carnevale round neck short sleeve unisex t-shirt,895000,Yellow,"With the highlight being the stylized brand logo and printed prominently on the front and back, the Carnevale T-shirt brings an impressive touch, refreshing basic T-shirts. In particular, with its loose and comfortable shirt shape, Carnevale is suitable for all genders, giving a dynamic and personality look to anyone.
Made in Korea
Gender: Unisex
Style: T-shirt
Color: Yellow, Black, White
Material: 100% cotton
Round neck, short sleeves
Pattern: Plain one color
Design:
Collar hem
The fabric is soft and stretches well
Modern color scheme easily coordinates with many outfits and accessories
Logo: Logo detail printed prominently in the middle of the chest
Shirt shape: Wide, comfortable
Suitable to wear on occasions: Going out, going to work...
Seasonal trends: Can be used all seasons of the year."
0b051030-5c5f-4384-9619-5080b4820ee9,Carnevale round neck short sleeve unisex t-shirt,895000,Yellow,"With the highlight being the stylized brand logo and printed prominently on the front and back, the Carnevale T-shirt brings an impressive touch, refreshing basic T-shirts. In particular, with its loose and comfortable shirt shape, Carnevale is suitable for all genders, giving a dynamic and personality look to anyone.
Made in Korea
Gender: Unisex
Style: T-shirt
Color: Yellow, Black, White
Material: 100% cotton
Round neck, short sleeves
Pattern: Plain one color
Design:
Collar hem
The fabric is soft and stretches well
Modern color scheme easily coordinates with many outfits and accessories
Logo: Logo detail printed prominently in the middle of the chest
Shirt shape: Wide, comfortable
Suitable to wear on occasions: Going out, going to work...
Seasonal trends: Can be used all seasons of the year."
1d1cc1a5-7457-4f07-8875-1c4485c38f84,Carnevale round neck short sleeve unisex t-shirt,895000,Black,"With the highlight being the stylized brand logo and printed prominently on the front and back, the Carnevale T-shirt brings an impressive touch, refreshing basic T-shirts. In particular, with its loose and comfortable shirt shape, Carnevale is suitable for all genders, giving a dynamic and personality look to anyone.
Made in Korea
Gender: Unisex
Style: T-shirt
Color: Yellow, Black, White
Material: 100% cotton
Round neck, short sleeves
Pattern: Plain one color
Design:
Collar hem
The fabric is soft and stretches well
Modern color scheme easily coordinates with many outfits and accessories
Logo: Logo detail printed prominently in the middle of the chest
Shirt shape: Wide, comfortable
Suitable to wear on occasions: Going out, going to work...
Seasonal trends: Can be used all seasons of the year."
